,Sample,Question,Question Type,Question Type,Correct Grammar,Suggestions
PZU,What are most common cat breeds?,1,What,,0,What are the most common cat breeds?
QAJ,Can a blood test be performed by urine if I have diabetes?,1,YN,,1,
QAL,What do some pet insurances offer?,1,What,,1,
QAN,What are remains of bone fragments? What are there many?,1,What,,0,What are the remains of bone fragments? What are there many?
QAS,How long does the body need to respond to injectable glucose?,1,How,,1,
QAT,"Beyond that, more significant diagnostics could be done such as blood work, urine, and X-rays.",0,,,1,
QAX,What are becoming a more common practice?,1,What,,0,What is becoming a more common practice?
QBH,"If your cat is older, it's possible that poor dental health and tooth loss have occurred over time without a specific condition creating what?",1,What,,1,
QBK,What are the things that can be tried at a pet supplier?,1,What,,1,
QBM,How often do dogs and cats need their teeth cleaned?,1,How,,1,
QBQ,"In diabetics, regardless of the source of sugar or the amount of sugar in the blood, what is not enough glucose transported into the body's cells?",1,What,,1,
QBU,When is euthanasia normal?,1,When,,1,
QBV,What is a better chance for your pet to have a longer life?,1,What,,1,
QCJ,What should cause high blood sugar in pets?,1,What,,1,
QCN,What is the type of pet a diabetic pet?,1,What,,1,
QCO,"You may choose to stay in the room during the procedure, talking to your pet and comforting them.",0,,,1,
QCR,What are the best home care products for the elderly?,1,What,,1,
QCS,What are the most important step in taking care of pet?,1,What,,0,What is the most important step in taking care of the pet?
QCT,How does insulin convert glucose in blood?,1,How,,0,How does insulin convert glucose in the blood?
QCV,"In general, the earlier you can intervene (i.e.",0,,,1,
QCY,"If your pet does not allow you to handle their mouth or is physically unable, what would be best for a product that is taken in through feeding?",1,What,,0,"If your pet does not allow you to handle its mouth or is physically unable, what would be best for a product that is taken in through feeding?"
QDE,Which is better for keeping your cat's claws trimmed than letting them grow out?,1,Which,,1,
QDG,What is another thing that can be tried at a pet supplier?,1,What,,1,
QDI,What kind of bags do veterinarian clinics and aftercare providers use to transport animals?,1,What,,1,
QDL,What are fees for a clinic?,1,What,,0,What are the fees for a clinic?
QDM,What is the best way to lose weight on a dog?,1,What,,1,
QDP,What can cause different symptoms if not being treated?,1,What,,1,
QDR,Is there enough glucose in blood in a diabetic?,1,YN,,0,Is there enough glucose in the blood of a diabetic?
QEE,What does one respond to a person who talks to me in their usual way?,1,What,,0,How does one respond to a person who talks to me in their usual way?
QEG,Why do canine teeth lose their function?,1,Why,,1,
QEH,How can increased drinking cause worse symptoms such as urination and a black eye?,1,How,,1,
QEV,How are dental infections painful in cats?,1,How,,1,
QEX,What are some tips for a veterinarian to administer euthanasia?,1,What,,1,
QFB,Procedures vary by clinic.,0,,,1,
QFC,What type of hospice care is generally a suitable choice for those diagnosed with terminal illnesses?,1,What,,1,
QFE,This may help to relieve some concerns you may have.,0,,,1,
QFF,What is not recommended because of the high fluoride (not salt) content?,1,What,,1,
QFH,I am happy to hear you are having this problem addressed â€“ dental infections can be very painful.,0,,,1,
QFK,What are the different types of cats?,1,What,,1,
QFL,What are some examples of a single symptoms you have described in your question?,1,What,,0,What are some examples of a single symptom you have described in your question?
QFN,"If this is the cause of the problem, it should resolve itself very soon?",0,,,0,"If this is the cause of the problem, it should resolve itself very soon."
QFP,What is the name of an aftercare provider that does personalized services?,1,What,,1,
QGB,What are the risk factors for diabetic disease?,1,What,,1,
QGC,"The remains will either be buried or spread somewhere such as a cemetery, garden or another place unique to the aftercare provider.",0,,,1,
QGM,What are some good rule of thumb when caring for a pet?,1,What,,0,What are some good rules of thumb when caring for a pet?
QGO,What dogs are highly tot difficult to get to the vet?,1,What,,1,
QGP,Where can pet parents take pets directly to?,1,Where,,1,
QGR,How do I take care of my pet's teeth with some professional professional supplies?,1,How,,0,How do I take care of my pet's teeth with some professional supplies?
QHD,Senior animals near the end of their lives may also qualify for hospice.,0,,,1,
QHJ,How often should I have dental or preventive work done on my dog?,1,How,,1,
QHK,How many pets are there in a cremation room?,1,How,,1,
QHL,How many months would deciduous tooth fall out?,1,How,,0,How many months would a deciduous tooth fall out?
QHQ,It can occur for a few reasons such as a genetic issue or viral infection.,0,,,1,
QHR,What should cats do when they receive too much insulin?,1,What,,1,
QHS,"To avoid the risk of enamel erosion, I would not recommend the use of apple cider vinegar unless evidence-based research on dogs and cats is available.",0,,,1,
QHU,You could look for a substitute that is safe.,0,,,1,
QHV,What type of exercise can i do?,1,What,,1,
QHW,I would also recommend you to have a great look at our video going through some tips on raising a new puppy.,0,,,1,
QHY,What are some common sedatives used to lightly sedate a pet?,1,What,,1,
QIA,What do diabetic pets require before you administer insulin?,1,What,,1,
QIB,What products should a pet owner use to distract themselves while their pet eats?,1,What,,1,
QIH,A dental procedure like this has minimal risk.,0,,,1,
QII,What causes ketone bodies and metabolic derangement?,1,What,,1,
QIL,"If this is the cause, this problem should resolve itself very soon.",0,,,1,
QIO,What are some good pets that are diabetic?,1,What,,1,
QIP,What kind of questions are you asked?,1,What,,1,
QIQ,What are the most common types of infections?,1,What,,1,
QIT,What is diabetes insipidus and how is it caused?,1,What,,1,
QIX,How do you remove plaque on the tooth surface?,1,How,,1,
QJA,What type of bag does Dr. Schmidt offer to put my pet in?,1,What,,1,
QJG,How can I experience stress in death?,1,How,,1,
QJM,What animal type should be monitored for long-term complications such as cataracts?,1,What,,1,
QJQ,What type of diet is commonly recommended?,1,What,,1,
QJS,Do miniature puppies need regular cleaning?,1,YN,,1,
QJY,What animal is at risk?,1,What,,1,
QJZ,What should I lose my dog at 4-6 months old?,1,What,,1,
QKP,What is the name of the postcare options?,1,What,,0,What is the name of the post-care options?
QKX,Can a person accompany a family member when they are cremated?,1,YN,,1,
QLF,What are pet insurers covering pet? What will the cover?,1,What,,0,What are pet insurers covering pets? What will the cover be?
QLM,What is the name of the guide we provide to help you understand your options?,1,What,,1,
QLW,How and when will you need to sign an consent form?,1,How,When,0,How and when will you need to sign a consent form?
QLX,What kind of diet is best?,1,What,,1,
QMB,"If your dog is a bit overweight, what can you ask your vet for?",1,What,,1,
QMF,What is the name of the group who can help grieving pet owners in North America?,1,What,,0,What is the name of the group that can help grieving pet owners in North America?
QMH,How do I verify the insurances for pet?,1,How,,0,How do I verify the insurance for a pet?
QMM,How can sugar syrup be applied to gums?,1,How,,1,
QMO,What is the name of the website that will send information to the aftercare provider in the USA?,1,What,,1,
QMT,What does the cost of euthanasia typically cover?,1,What,,1,
QMU,What is the diameter of needle?,1,What,,0,What is the diameter of a needle?
QMZ,What are the components of pet treatment?,1,What,,1,
QNC,They have dedicated their lives to helping pet parents peacefully say goodbye to their beloved companions.,0,,,1,
QND,What diet is used to reduce urine production?,1,What,,1,
QNF,How do I remind my pets home care routine?,1,How,,1,
QNG,How can a diabetic dog avoid sudden spikes in glucose levels?,1,How,,1,
QNH,What causes various problems if not treated?,1,What,,1,
QNX,What can lead to plaque build up?,1,What,,1,
QOC,"If your dog is older and the tissue is looking unhealthy in there, itâ€™s possible that an oral cancer could be developing and this will cause teeth to loosen and fall out.",0,,,0,"If your dog is older and the tissue is looking unhealthy in there, itâ€™s possible that oral cancer could be developing and this will cause teeth to loosen and fall out."
QOF,What happens if I forgot to give my dog his insulin shot?,1,What,,1,
QOG,How does an ultrasonic scaler vibrate 1000 times in a second and produces an incredibly high pitched whine that will terrify any cat?,1,How,,1,
QOS,What's recommended as an aftercare provider to provide direct client services?,1,What,,1,
QOW,What are the use of a urine drug screen to obtain glucose levels when using diabetic drugs?,1,What,,0,What is the use of a urine drug screen to obtain glucose levels when using diabetic drugs?
QPD,What's a natural home care product? How do you find natural ingredients?,1,What,,1,
QPG,What are the most common dental problems in dogs?,1,What,,1,
QPO,How often should I brush my cat's teeth?,1,How,,1,
QPP,What did my pet once loved?,1,What,,0,What did my pet once love?
QPS,How can you give the insulin injections?,1,How,,0,How can you give insulin injections?
QPU,Can oral cancer be inherited? What are the first signs?,1,YN,What,1,
QPW,What type of questions have you encountered before completing an application?,1,What,,1,
QPY,What can dogs require treated with IV dextrose?,1,What,,1,
QPZ,What are the burial fees for cremations?,1,What,,1,
QQB,What type of bag does Dr. Schmidt put my dog in? How many bags is it?,1,What,How,0,What type of bag do Dr. Schmidt put my dog in? How many bags is it?
QQC,"Dogs and cats with diabetes usually require lifelong treatment with special diets, a good fitness regimen and, particularly in dogs, daily insulin injections.",0,,,1,
QQO,Why do you need coconut oil?,1,Why,,1,
QQQ,Who can pick up my pet or to take it to the vets?,1,Who,,0,Who can pick up my pet or take it to the vet?
QQY,How long does it take a dog to be properly regulated?,1,How,,1,
QRA,What are some examples of body bags for pets?,1,What,,1,
QRC,What should be labeled as being suitable for dogs and cats?,1,What,,1,
QRD,Are insulin pumps available in dogs and cats?,1,YN,,1,
QRM,A chip or fracture or broken dog tooth that affects the pulp cavity is a different scenario.,0,,,1,
QRQ,When is a diagnosis made?,1,When,,1,
QRS,My immediate reaction is that I want you to stop using this formulation as an alternative.,0,,,1,
